"","seqid","source","type","start","end","strand","phase","sample","cluster_id","nearest_mibig","mibig_class","dice","score","partial_cluster"
"131","CAJTNR010000005.1","SanntiSv0.9.1","CLUSTER","53165","69585",NA,NA,"GCA_910577635.1_MGBC104987_genomic_sanntis","CAJTNR010000005.1_sanntis_1","BGC0000761","Saccharide","0.660","0.390","partial=00"
"132","CAJTPW010000002.1","SanntiSv0.9.1","CLUSTER","14786","50412",NA,NA,"GCA_910578465.1_MGBC110388_genomic_sanntis","CAJTPW010000002.1_sanntis_1","BGC0000791","Saccharide","0.647","0.560","partial=00"
"133","CAJTWU010000002.1","SanntiSv0.9.1","CLUSTER","85714","96227",NA,NA,"GCA_910579975.1_MGBC118087_genomic_sanntis","CAJTWU010000002.1_sanntis_1","BGC0000794","Saccharide","0.569","0.440","partial=00"
"229","CAJTWU010000015.1","SanntiSv0.9.1","CLUSTER","7994","11207",NA,NA,"GCA_910579975.1_MGBC118087_genomic_sanntis","CAJTWU010000015.1_sanntis_1","BGC0000581","RiPP","0.529","0.420","partial=00"
"134","CAJTXZ010000001.1","SanntiSv0.9.1","CLUSTER","68088","75265",NA,NA,"GCA_910583725.1_MGBC122484_genomic_sanntis","CAJTXZ010000001.1_sanntis_1","BGC0000589","RiPP","0.351","0.880","partial=00"
"230","CAJTXZ010000002.1","SanntiSv0.9.1","CLUSTER","78672","94176",NA,NA,"GCA_910583725.1_MGBC122484_genomic_sanntis","CAJTXZ010000002.1_sanntis_1","BGC0000215","Polyketide","0.550","0.760","partial=00"
"323","CAJTXZ010000017.1","SanntiSv0.9.1","CLUSTER","42010","63011",NA,NA,"GCA_910583725.1_MGBC122484_genomic_sanntis","CAJTXZ010000017.1_sanntis_1","BGC0000787","Saccharide","0.536","0.510","partial=00"
"418","CAJTXZ010000033.1","SanntiSv0.9.1","CLUSTER","7699","18083",NA,NA,"GCA_910583725.1_MGBC122484_genomic_sanntis","CAJTXZ010000033.1_sanntis_1","BGC0000513","RiPP","0.688","0.410","partial=01"
"57","CAJTXZ010000034.1","SanntiSv0.9.1","CLUSTER","2","9810",NA,NA,"GCA_910583725.1_MGBC122484_genomic_sanntis","CAJTXZ010000034.1_sanntis_1","BGC0000773","Saccharide","0.607","0.450","partial=10"
"135","CAJTXT010000001.1","SanntiSv0.9.1","CLUSTER","209613","215120",NA,NA,"GCA_910583875.1_MGBC124931_genomic_sanntis","CAJTXT010000001.1_sanntis_1","BGC0001745","RiPP","0.579","0.620","partial=00"
"231","CAJTXT010000002.1","SanntiSv0.9.1","CLUSTER","310969","319763",NA,NA,"GCA_910583875.1_MGBC124931_genomic_sanntis","CAJTXT010000002.1_sanntis_1","BGC0001752","NRP","0.524","0.410","partial=00"
"324","CAJTXT010000002.1","SanntiSv0.9.1","CLUSTER","329376","342059",NA,NA,"GCA_910583875.1_MGBC124931_genomic_sanntis","CAJTXT010000002.1_sanntis_2","BGC0000800","Saccharide","0.488","0.590","partial=00"
"419","CAJTXT010000003.1","SanntiSv0.9.1","CLUSTER","24735","30531",NA,NA,"GCA_910583875.1_MGBC124931_genomic_sanntis","CAJTXT010000003.1_sanntis_1","BGC0001209","RiPP","0.636","0.606","partial=00"
"136","CAJUAL010000002.1","SanntiSv0.9.1","CLUSTER","27894","58486",NA,NA,"GCA_910584405.1_MGBC124934_genomic_sanntis","CAJUAL010000002.1_sanntis_1","BGC0000790","Saccharide","0.576","0.400","partial=00"
"137","NC_005042.1","SanntiSv0.9.1","CLUSTER","1209387","1236139",NA,NA,"GCF_000007925.1_ASM792v1_genomic_sanntis.gff","NC_005042.1_sanntis_1","BGC0000755","Saccharide","0.593","0.600","partial=00"
"138","NC_003272.1","SanntiSv0.9.1","CLUSTER","448247","501198",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_1","BGC0000939","Other","0.652","0.720","partial=00"
"232","NC_003272.1","SanntiSv0.9.1","CLUSTER","931003","937279",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_2","BGC0001525","Other","0.524","0.400","partial=00"
"325","NC_003272.1","SanntiSv0.9.1","CLUSTER","1704659","1709493",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_3","BGC0000660","Terpene","0.500","0.870","partial=00"
"420","NC_003272.1","SanntiSv0.9.1","CLUSTER","1932370","1976973",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_4","BGC0000997","NRP Polyketide","0.469","0.900","partial=00"
"58","NC_003272.1","SanntiSv0.9.1","CLUSTER","2022849","2037025",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_5","BGC0000426","NRP","0.391","0.830","partial=00"
"63","NC_003272.1","SanntiSv0.9.1","CLUSTER","2305860","2318049",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_6","BGC0002005","RiPP","0.371","0.790","partial=00"
"73","NC_003272.1","SanntiSv0.9.1","CLUSTER","2410218","2435371",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_7","BGC0001229","RiPP","0.636","0.750","partial=00"
"82","NC_003272.1","SanntiSv0.9.1","CLUSTER","2655775","2660521",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_8","BGC0000940","Other","0.704","0.500","partial=00"
"9","NC_003272.1","SanntiSv0.9.1","CLUSTER","2747530","2768161",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_9","BGC0001380","Saccharide","0.619","0.460","partial=00"
"10","NC_003272.1","SanntiSv0.9.1","CLUSTER","3143069","3212410",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_10","BGC0001953","NRP","0.439","0.970","partial=00"
"1110","NC_003272.1","SanntiSv0.9.1","CLUSTER","3234302","3276306",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_11","BGC0000023","Polyketide","0.475","0.840","partial=00"
"1210","NC_003272.1","SanntiSv0.9.1","CLUSTER","3473424","3499857",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_12","BGC0000868","Other","0.487","0.640","partial=00"
"139","NC_003272.1","SanntiSv0.9.1","CLUSTER","3703378","3725480",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_13","BGC0001586","Saccharide","0.581","0.390","partial=00"
"141","NC_003272.1","SanntiSv0.9.1","CLUSTER","4398743","4404183",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_14","BGC0001525","Other","0.535","0.400","partial=00"
"151","NC_003272.1","SanntiSv0.9.1","CLUSTER","4520073","4525985",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_15","BGC0001223","Other","0.600","0.810","partial=00"
"161","NC_003272.1","SanntiSv0.9.1","CLUSTER","4880260","4890264",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_16","BGC0000131","Polyketide","0.526","0.600","partial=00"
"171","NC_003272.1","SanntiSv0.9.1","CLUSTER","5131864","5142420",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_17","BGC0001525","Other","0.560","0.400","partial=00"
"181","NC_003272.1","SanntiSv0.9.1","CLUSTER","5297891","5329971",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_18","BGC0000868","Other","0.560","0.550","partial=00"
"191","NC_003272.1","SanntiSv0.9.1","CLUSTER","5366484","5384188",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_19","BGC0000782","Saccharide","0.562","0.490","partial=00"
"20","NC_003272.1","SanntiSv0.9.1","CLUSTER","5582484","5588485",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_20","BGC0000660","Terpene","0.412","0.980","partial=00"
"2110","NC_003272.1","SanntiSv0.9.1","CLUSTER","5741320","5762599",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_21","BGC0000786","Saccharide","0.720","0.560","partial=00"
"2210","NC_003272.1","SanntiSv0.9.1","CLUSTER","6372479","6407664",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003272.1_sanntis_22","BGC0000869","Other","0.366","0.900","partial=00"
"233","NC_003276.1","SanntiSv0.9.1","CLUSTER","4331","24668",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003276.1_sanntis_1","BGC0000594","RiPP","0.615","0.720","partial=00"
"241","NC_003276.1","SanntiSv0.9.1","CLUSTER","306063","310237",NA,NA,"GCF_000009705.1_ASM970v1_genomic_sanntis","NC_003276.1_sanntis_2","BGC0002005","RiPP","0.417","0.652","partial=00"
"140","NC_000911.1","SanntiSv0.9.1","CLUSTER","344744","382337",NA,NA,"GCF_000009725.1_ASM972v1_genomic_sanntis.gff","NC_000911.1_sanntis_1","BGC0000790","Saccharide","0.562","0.620","partial=00"
"234","NC_000911.1","SanntiSv0.9.1","CLUSTER","1548954","1559611",NA,NA,"GCF_000009725.1_ASM972v1_genomic_sanntis.gff","NC_000911.1_sanntis_2","BGC0000841","Other","0.739","0.500","partial=00"
"142","NC_006576.1","SanntiSv0.9.1","CLUSTER","460180","469134",NA,NA,"GCF_000010065.1_ASM1006v1_genomic_sanntis.gff","NC_006576.1_sanntis_1","BGC0002005","RiPP","0.412","0.830","partial=00"
"235","NC_006576.1","SanntiSv0.9.1","CLUSTER","1006960","1014634",NA,NA,"GCF_000010065.1_ASM1006v1_genomic_sanntis.gff","NC_006576.1_sanntis_2","BGC0000546","RiPP","0.667","0.420","partial=00"
"326","NC_006576.1","SanntiSv0.9.1","CLUSTER","1555342","1568277",NA,NA,"GCF_000010065.1_ASM1006v1_genomic_sanntis.gff","NC_006576.1_sanntis_3","BGC0000790","Saccharide","0.538","0.500","partial=00"
"143","NC_010296.1","SanntiSv0.9.1","CLUSTER","33342","55605",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_1","BGC0001167","RiPP","0.319","0.950","partial=00"
"236","NC_010296.1","SanntiSv0.9.1","CLUSTER","1124829","1152871",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_2","BGC0001212","NRP Polyketide","0.648","0.910","partial=00"
"327","NC_010296.1","SanntiSv0.9.1","CLUSTER","2169361","2180671",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_3","BGC0000592","RiPP","0.314","0.880","partial=00"
"421","NC_010296.1","SanntiSv0.9.1","CLUSTER","2494316","2542657",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_4","BGC0001130","NRP Polyketide","0.486","0.900","partial=00"
"59","NC_010296.1","SanntiSv0.9.1","CLUSTER","3013826","3045443",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_5","BGC0000606","RiPP","0.758","0.470","partial=00"
"64","NC_010296.1","SanntiSv0.9.1","CLUSTER","3230396","3239597",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_6","BGC0002005","RiPP","0.371","0.700","partial=00"
"74","NC_010296.1","SanntiSv0.9.1","CLUSTER","3322780","3335095",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_7","BGC0000567","RiPP","0.769","0.450","partial=00"
"83","NC_010296.1","SanntiSv0.9.1","CLUSTER","3478135","3542736",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_8","BGC0001017","NRP Polyketide","0.207","0.960","partial=00"
"91","NC_010296.1","SanntiSv0.9.1","CLUSTER","3805403","3828186",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_9","BGC0000731","Saccharide","0.610","0.490","partial=00"
"101","NC_010296.1","SanntiSv0.9.1","CLUSTER","5022008","5028337",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_10","BGC0002005","RiPP","0.353","0.610","partial=00"
"1111","NC_010296.1","SanntiSv0.9.1","CLUSTER","5193125","5225256",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_11","BGC0000298","NRP","0.287","0.910","partial=00"
"1211","NC_010296.1","SanntiSv0.9.1","CLUSTER","5516500","5566994",NA,NA,"GCF_000010625.1_ASM1062v1_genomic_sanntis.gff","NC_010296.1_sanntis_12","BGC0001018","NRP Polyketide","0.477","0.850","partial=00"
"144","NC_004113.1","SanntiSv0.9.1","CLUSTER","576854","581231",NA,NA,"GCF_000011345.1_ASM1134v1_genomic_sanntis.gff","NC_004113.1_sanntis_1","BGC0000791","Saccharide","0.579","0.460","partial=00"
"237","NC_004113.1","SanntiSv0.9.1","CLUSTER","627342","631440",NA,NA,"GCF_000011345.1_ASM1134v1_genomic_sanntis.gff","NC_004113.1_sanntis_2","BGC0001361","Terpene","0.481","0.450","partial=00"
"328","NC_004113.1","SanntiSv0.9.1","CLUSTER","2397592","2404555",NA,NA,"GCF_000011345.1_ASM1134v1_genomic_sanntis.gff","NC_004113.1_sanntis_3","BGC0000663","Terpene","0.836","0.480","partial=00"
"145","NC_005125.1","SanntiSv0.9.1","CLUSTER","478018","506460",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_1","BGC0000790","Saccharide","0.571","0.700","partial=00"
"238","NC_005125.1","SanntiSv0.9.1","CLUSTER","1137408","1146507",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_2","BGC0000868","Other","0.371","0.600","partial=00"
"329","NC_005125.1","SanntiSv0.9.1","CLUSTER","1168304","1198358",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_3","BGC0001736","NRP","0.679","0.440","partial=00"
"422","NC_005125.1","SanntiSv0.9.1","CLUSTER","1370648","1395117",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_4","BGC0001207","NRP","0.718","0.560","partial=00"
"510","NC_005125.1","SanntiSv0.9.1","CLUSTER","1888810","1924330",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_5","BGC0000868","Other","0.545","0.530","partial=00"
"65","NC_005125.1","SanntiSv0.9.1","CLUSTER","2052885","2112884",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_6","BGC0000176","NRP Polyketide","0.405","0.930","partial=00"
"75","NC_005125.1","SanntiSv0.9.1","CLUSTER","2327887","2364637",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_7","BGC0001947","Saccharide","0.592","0.570","partial=00"
"84","NC_005125.1","SanntiSv0.9.1","CLUSTER","2995749","3021965",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_8","BGC0001301","Polyketide","0.551","0.920","partial=00"
"92","NC_005125.1","SanntiSv0.9.1","CLUSTER","3028663","3063701",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_9","BGC0000116","Polyketide","0.561","0.840","partial=00"
"102","NC_005125.1","SanntiSv0.9.1","CLUSTER","3253289","3266393",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_10","BGC0000675","Terpene","0.742","0.830","partial=00"
"1112","NC_005125.1","SanntiSv0.9.1","CLUSTER","3440202","3447771",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_11","BGC0000794","Saccharide","0.625","0.570","partial=00"
"1212","NC_005125.1","SanntiSv0.9.1","CLUSTER","3908442","3939388",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_12","BGC0000868","Other","0.545","0.790","partial=00"
"1310","NC_005125.1","SanntiSv0.9.1","CLUSTER","3980591","4005790",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_13","BGC0000732","Saccharide","0.575","0.510","partial=00"
"146","NC_005125.1","SanntiSv0.9.1","CLUSTER","4246683","4262751",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_14","BGC0000645","Terpene","0.742","0.610","partial=00"
"152","NC_005125.1","SanntiSv0.9.1","CLUSTER","4418678","4454467",NA,NA,"GCF_000011385.1_ASM1138v1_genomic_sanntis.gff","NC_005125.1_sanntis_15","BGC0000284","Polyketide","0.434","0.900","partial=00"
"147","NC_005072.1","SanntiSv0.9.1","CLUSTER","1139010","1216901",NA,NA,"GCF_000011465.1_ASM1146v1_genomic_sanntis.gff","NC_005072.1_sanntis_1","BGC0000699","Saccharide","0.686","0.570","partial=00"
"148","NC_005071.1","SanntiSv0.9.1","CLUSTER","120917","135092",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_1","BGC0000792","Saccharide","0.492","0.570","partial=00"
"239","NC_005071.1","SanntiSv0.9.1","CLUSTER","263861","288840",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_2","BGC0000532","RiPP","0.771","0.670","partial=00"
"330","NC_005071.1","SanntiSv0.9.1","CLUSTER","458097","468055",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_3","BGC0000282","Polyketide","0.613","0.650","partial=00"
"423","NC_005071.1","SanntiSv0.9.1","CLUSTER","902926","919100",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_4","BGC0000737","Saccharide","0.840","0.422","partial=00"
"511","NC_005071.1","SanntiSv0.9.1","CLUSTER","1001058","1018896",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_5","BGC0001745","RiPP","0.818","0.780","partial=00"
"66","NC_005071.1","SanntiSv0.9.1","CLUSTER","1650407","1677201",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_6","BGC0001525","Other","0.725","0.640","partial=00"
"76","NC_005071.1","SanntiSv0.9.1","CLUSTER","2225482","2252139",NA,NA,"GCF_000011485.1_ASM1148v1_genomic_sanntis.gff","NC_005071.1_sanntis_7","BGC0001591","Other","0.857","0.530","partial=00"
"149","NC_007335.2","SanntiSv0.9.1","CLUSTER","1711832","1716915",NA,NA,"GCF_000012465.1_ASM1246v1_genomic_sanntis.gff","NC_007335.2_sanntis_1","BGC0002005","RiPP","0.267","0.780","partial=00"
"150","NC_007513.1","SanntiSv0.9.1","CLUSTER","470470","487942",NA,NA,"GCF_000012505.1_ASM1250v1_genomic_sanntis.gff","NC_007513.1_sanntis_1","BGC0001904","Polyketide","0.673","0.620","partial=00"
"240","NC_007513.1","SanntiSv0.9.1","CLUSTER","637103","656496",NA,NA,"GCF_000012505.1_ASM1250v1_genomic_sanntis.gff","NC_007513.1_sanntis_2","BGC0000794","Saccharide","0.514","0.480","partial=00"
"331","NC_007513.1","SanntiSv0.9.1","CLUSTER","754120","758606",NA,NA,"GCF_000012505.1_ASM1250v1_genomic_sanntis.gff","NC_007513.1_sanntis_3","BGC0000677","Terpene","0.739","0.430","partial=00"
"424","NC_007513.1","SanntiSv0.9.1","CLUSTER","1294866","1301726",NA,NA,"GCF_000012505.1_ASM1250v1_genomic_sanntis.gff","NC_007513.1_sanntis_4","BGC0000282","Polyketide","0.500","0.690","partial=00"
"153","NC_007604.1","SanntiSv0.9.1","CLUSTER","52606","65541",NA,NA,"GCF_000012525.1_ASM1252v1_genomic_sanntis.gff","NC_007604.1_sanntis_1","BGC0000790","Saccharide","0.547","0.500","partial=00"
"242","NC_007604.1","SanntiSv0.9.1","CLUSTER","767721","769538",NA,NA,"GCF_000012525.1_ASM1252v1_genomic_sanntis.gff","NC_007604.1_sanntis_2","BGC0000677","Terpene","0.667","0.450","partial=00"
"332","NC_007604.1","SanntiSv0.9.1","CLUSTER","1151670","1160624",NA,NA,"GCF_000012525.1_ASM1252v1_genomic_sanntis.gff","NC_007604.1_sanntis_3","BGC0002005","RiPP","0.412","0.830","partial=00"
"154","NC_007516.1","SanntiSv0.9.1","CLUSTER","197953","209494",NA,NA,"GCF_000012625.1_ASM1262v1_genomic_sanntis.gff","NC_007516.1_sanntis_1","BGC0000754","Saccharide","0.448","0.710","partial=00"
"243","NC_007516.1","SanntiSv0.9.1","CLUSTER","1747853","1750378",NA,NA,"GCF_000012625.1_ASM1262v1_genomic_sanntis.gff","NC_007516.1_sanntis_2","BGC0000677","Terpene","0.700","0.430","partial=00"
"333","NC_007516.1","SanntiSv0.9.1","CLUSTER","1846747","1863060",NA,NA,"GCF_000012625.1_ASM1262v1_genomic_sanntis.gff","NC_007516.1_sanntis_3","BGC0000794","Saccharide","0.559","0.440","partial=00"
"425","NC_007516.1","SanntiSv0.9.1","CLUSTER","2018925","2052861",NA,NA,"GCF_000012625.1_ASM1262v1_genomic_sanntis.gff","NC_007516.1_sanntis_4","BGC0001904","Polyketide","0.681","0.530","partial=00"
"512","NC_007516.1","SanntiSv0.9.1","CLUSTER","2307439","2316778",NA,NA,"GCF_000012625.1_ASM1262v1_genomic_sanntis.gff","NC_007516.1_sanntis_5","BGC0002005","RiPP","0.500","0.610","partial=00"
"155","NC_007577.1","SanntiSv0.9.1","CLUSTER","1201422","1257900",NA,NA,"GCF_000012645.1_ASM1264v1_genomic_sanntis.gff","NC_007577.1_sanntis_1","BGC0000784","Saccharide","0.596","0.580","partial=00"
"156","NC_007775.1","SanntiSv0.9.1","CLUSTER","957730","964725",NA,NA,"GCF_000013205.1_ASM1320v1_genomic_sanntis.gff","NC_007775.1_sanntis_1","BGC0000791","Saccharide","0.667","0.430","partial=00"
"157","N/A","N/A","N/A","N/A","N/A","N/A","N/A","GCF_000013225.1_ASM1322v1_genomic_sanntis.gff","N/A",NA,NA,NA,NA,NA
"158","NC_008319.1","SanntiSv0.9.1","CLUSTER","143319","200574",NA,NA,"GCF_000014585.1_ASM1458v1_genomic_sanntis.gff","NC_008319.1_sanntis_1","BGC0001651","Other","0.559","0.720","partial=00"
"244","NC_008319.1","SanntiSv0.9.1","CLUSTER","1334374","1349556",NA,NA,"GCF_000014585.1_ASM1458v1_genomic_sanntis.gff","NC_008319.1_sanntis_2","BGC0000189","Polyketide","0.617","0.710","partial=00"
"334","NC_008319.1","SanntiSv0.9.1","CLUSTER","2110428","2131001",NA,NA,"GCF_000014585.1_ASM1458v1_genomic_sanntis.gff","NC_008319.1_sanntis_3","BGC0000675","Terpene","0.636","0.810","partial=00"
"159","NC_008816.1","SanntiSv0.9.1","CLUSTER","1154046","1208514",NA,NA,"GCF_000015645.1_ASM1564v1_genomic_sanntis.gff","NC_008816.1_sanntis_1","BGC0000775","Saccharide","0.565","0.590","partial=00"
"160","NC_008817.1","SanntiSv0.9.1","CLUSTER","1197384","1261439",NA,NA,"GCF_000015665.1_ASM1566v1_genomic_sanntis.gff","NC_008817.1_sanntis_1","BGC0001947","Saccharide","0.564","0.780","partial=00"
"162","NC_008819.1","SanntiSv0.9.1","CLUSTER","777552","824708",NA,NA,"GCF_000015685.1_ASM1568v1_genomic_sanntis.gff","NC_008819.1_sanntis_1","BGC0000775","Saccharide","0.540","0.630","partial=00"
"245","NC_008819.1","SanntiSv0.9.1","CLUSTER","1742413","1764952",NA,NA,"GCF_000015685.1_ASM1568v1_genomic_sanntis.gff","NC_008819.1_sanntis_2","BGC0000801","Saccharide","0.452","0.470","partial=00"
"163","NC_008820.1","SanntiSv0.9.1","CLUSTER","100911","167126",NA,NA,"GCF_000015705.1_ASM1570v1_genomic_sanntis.gff","NC_008820.1_sanntis_1","BGC0000775","Saccharide","0.559","0.540","partial=00"
"246","NC_008820.1","SanntiSv0.9.1","CLUSTER","395774","396993",NA,NA,"GCF_000015705.1_ASM1570v1_genomic_sanntis.gff","NC_008820.1_sanntis_2","BGC0001745","RiPP","0.692","0.500","partial=00"
"335","NC_008820.1","SanntiSv0.9.1","CLUSTER","965272","988412",NA,NA,"GCF_000015705.1_ASM1570v1_genomic_sanntis.gff","NC_008820.1_sanntis_3","BGC0000308","NRP","0.464","0.890","partial=00"
"426","NC_008820.1","SanntiSv0.9.1","CLUSTER","1029517","1032369",NA,NA,"GCF_000015705.1_ASM1570v1_genomic_sanntis.gff","NC_008820.1_sanntis_4","BGC0001632","RiPP","0.529","0.578","partial=00"
