accession,genus_species,genus,isolation_source_host_focus,isolation_source,symbiosis_type,host_identity,habitat_classification,family,order
GCF_019325055.1_ASM1932505v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325065.1_ASM1932506v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325105.1_ASM1932510v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019325115.1_ASM1932511v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Ocean,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_019598945.1_ASM1959894v1_genomic,Sphaerospermopsis torques-reginae,Sphaerospermopsis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_019704275.1_ASM1970427v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_019891175.1_ASM1989117v1_genomic,Leptothermofonsia sichuanensis,Leptothermofonsia,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_019924095.1_ASM1992409v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Tidal pool,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_019976755.1_ASM1997675v1_genomic,Nostoc sp.,Nostoc,Aquatic,Aquatic (River),Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_020091585.1_ASM2009158v1_genomic,Kovacikia minuta,Kovacikia,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_020102815.1_ASM2010281v1_genomic,Trichormus variabilis,Trichormus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_020144665.1_ASM2014466v1_genomic,Oscillatoria salina,Oscillatoria,Aquatic,Marine,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020514095.1_ASM2051409v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Chesapeake Bay,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514115.1_ASM2051411v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514235.1_ASM2051423v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514255.1_ASM2051425v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514275.1_ASM2051427v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514285.1_ASM2051428v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020514355.1_ASM2051435v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_020521235.1_ASM2052123v1_genomic,Microseira wollei,Microseira,Aquatic,Lake,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594525.1_ASM2059452v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594555.1_ASM2059455v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594575.1_ASM2059457v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594595.1_ASM2059459v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594635.1_ASM2059463v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020594695.1_ASM2059469v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_020702635.1_ASM2070263v1_genomic,Nodularia sp.,Nodularia,Aquatic,Water,Free-living,Aquatic,Aquatic,Nodulariaceae,Nostocales
GCF_021172085.1_ASM2117208v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Lake,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_021379005.1_ASM2137900v1_genomic,Leptodesmis sichuanensis,Leptodesmis,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_021497025.1_ASM2149702v1_genomic,Acaryochloris sp.,Acaryochloris,Aquatic,Intertidal zone,Free-living,Aquatic,Aquatic,Acaryochloridaceae,Acaryochloridales
GCF_021533835.1_ASM2153383v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_021554705.1_ASM2155470v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554755.1_ASM2155475v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554785.1_ASM2155478v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554815.1_ASM2155481v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554825.1_ASM2155482v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554855.1_ASM2155485v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554875.1_ASM2155487v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554895.1_ASM2155489v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554915.1_ASM2155491v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554935.1_ASM2155493v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554955.1_ASM2155495v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554965.1_ASM2155496v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021554995.1_ASM2155499v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021555015.1_ASM2155501v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021596505.1_ASM2159650v1_genomic,Nostoc sp. CMAA 1605,Nostoc,Aquatic,Amazon river,Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_021648855.1_ASM2164885v1_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_021650815.1_ASM2165081v1_genomic,Cylindrospermopsis raciborskii,Cylindrospermopsis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_022063185.1_ASM2206318v1_genomic,Nostoc sp.,Nostoc,Aquatic,Marine (Brackish water Baltic Sea),Free-living,Aquatic,Aquatic,Nostocaceae,Nostocales
GCF_022376295.1_ASM2237629v1_genomic,Nodularia sphaerocarpa,Nodularia,Aquatic,Baltic sea,Free-living,Aquatic,Aquatic,Nodulariaceae,Nostocales
GCF_022496815.1_ASM2249681v1_genomic,Cylindrospermopsis raciborskii,Cylindrospermopsis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_022848905.1_ASM2284890v1_genomic,Thermostichus vulcanus,Thermostichus,Aquatic,Hot spring shoreline,Free-living,Aquatic,Aquatic,Thermostichaceae,Thermostichales
GCF_022869765.1_ASM2286976v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_022984075.1_ASM2298407v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_022984195.1_ASM2298419v1_genomic,Synechococcus elongatus,Synechococcus,Aquatic,Creek,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_022984265.1_ASM2298426v1_genomic,Synechococcus elongatus,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023078835.1_ASM2307883v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023115425.1_ASM2311542v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Estuary,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023630615.1_ASM2363061v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023630635.1_ASM2363063v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023630655.1_ASM2363065v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023650955.1_ASM2365095v1_genomic,Thermosynechococcus sp.,Thermosynechococcus,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_023983615.1_ASM2398361v1_genomic,Phormidium yuhuli,Phormidium,Aquatic,Photobioreactor,Free-living,Aquatic,Aquatic,Phormidiaceae,Oscillatoriales
GCF_024178385.1_ASM2417838v1_genomic,Symplocastrum sp.,Symplocastrum,Aquatic,Lake,Free-living,Aquatic,Aquatic,Microcoleaceae,Oscillatoriales
GCF_024220515.1_ASM2422051v1_genomic,Oscillatoria sp.,Oscillatoria,Aquatic,Seawater,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_024345355.1_ASM2434535v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345375.1_ASM2434537v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345395.1_ASM2434539v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345415.1_ASM2434541v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345435.1_ASM2434543v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345455.1_ASM2434545v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345475.1_ASM2434547v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345495.1_ASM2434549v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345515.1_ASM2434551v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345535.1_ASM2434553v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345555.1_ASM2434555v1_genomic,Vulcanococcus limneticus,Vulcanococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345575.1_ASM2434557v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345595.1_ASM2434559v1_genomic,Synechococcus lacustris,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345615.1_ASM2434561v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345635.1_ASM2434563v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345655.1_ASM2434565v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345675.1_ASM2434567v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345695.1_ASM2434569v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345715.1_ASM2434571v1_genomic,Synechococcus lacustris,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345735.1_ASM2434573v1_genomic,Synechococcus lacustris,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345755.1_ASM2434575v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345775.1_ASM2434577v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345795.1_ASM2434579v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345815.1_ASM2434581v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345835.1_ASM2434583v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345855.1_ASM2434585v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345875.1_ASM2434587v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345895.1_ASM2434589v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345915.1_ASM2434591v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345935.1_ASM2434593v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345955.1_ASM2434595v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345975.1_ASM2434597v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024345995.1_ASM2434599v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346015.1_ASM2434601v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346035.1_ASM2434603v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346055.1_ASM2434605v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346075.1_ASM2434607v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346095.1_ASM2434609v1_genomic,Synechococcus lacustris,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346115.1_ASM2434611v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346135.1_ASM2434613v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346155.1_ASM2434615v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346175.1_ASM2434617v1_genomic,Vulcanococcus limneticus,Vulcanococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346195.1_ASM2434619v1_genomic,Vulcanococcus limneticus,Vulcanococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346215.1_ASM2434621v1_genomic,Synechococcus lacustris,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346235.1_ASM2434623v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346255.1_ASM2434625v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346275.1_ASM2434627v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346295.1_ASM2434629v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346315.1_ASM2434631v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346335.1_ASM2434633v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346355.1_ASM2434635v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346375.1_ASM2434637v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346395.1_ASM2434639v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346415.1_ASM2434641v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346435.1_ASM2434643v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346455.1_ASM2434645v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346475.1_ASM2434647v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024346495.1_ASM2434649v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_024584745.1_ASM2458474v1_genomic,Dolichospermum heterosporum,Dolichospermum,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Aphanizomenonaceae,Nostocales
GCF_025127975.1_ASM2512797v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025127995.1_ASM2512799v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128015.1_ASM2512801v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128055.1_ASM2512805v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128075.1_ASM2512807v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128095.1_ASM2512809v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128115.1_ASM2512811v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128135.1_ASM2512813v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128155.1_ASM2512815v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128175.1_ASM2512817v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Saline lake,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128195.1_ASM2512819v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Saline lake,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128215.1_ASM2512821v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128225.1_ASM2512822v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Saline lake,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128255.1_ASM2512825v1_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_025128275.1_ASM2512827v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Marine intertidal,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_025677855.1_ASM2567785v1_genomic,Tolypothrix sp.,Tolypothrix,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Tolypotrichaceae,Nostocales
GCF_025753815.1_ASM2575381v1_genomic,Plectonema radiosum,Plectonema,Aquatic,River,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_026127295.1_ASM2612729v1_genomic,Synechocystis sp.,Synechocystis,Aquatic,Freshwater,Free-living,Aquatic,Aquatic,Merismopediaceae,Synechococcales
GCF_026130165.1_ASM2613016v1_genomic,Spirulina subsalsa,Spirulina,Aquatic,Lake,Free-living,Aquatic,Aquatic,Spirulinaceae,Spirulinales
GCF_026130175.1_ASM2613017v1_genomic,Lyngbya sp.,Lyngbya,Aquatic,Lake,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_026222535.1_ASM2622253v1_genomic,Microcystis aeruginosa,Microcystis,Aquatic,Lake,Free-living,Aquatic,Aquatic,Microcystaceae,Chroococcales
GCF_026240635.1_ASM2624063v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_026735145.1_ASM2673514v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Reservoir,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_026802175.1_ASM2680217v1_genomic,Leptolyngbya sp.,Leptolyngbya,Aquatic,Hot spring,Free-living,Aquatic,Aquatic,Leptolyngbyaceae,Synechococcales
GCF_027359355.1_ASM2735935v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359375.1_ASM2735937v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359395.1_ASM2735939v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Lake,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359415.1_ASM2735941v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359475.1_ASM2735947v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359525.1_ASM2735952v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Lake,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359575.1_ASM2735957v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027359595.1_ASM2735959v1_genomic,Prochlorococcus marinus,Prochlorococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_027942295.1_ASM2794229v1_genomic,Pseudanabaena sp.,Pseudanabaena,Aquatic,Lake,Free-living,Aquatic,Aquatic,Pseudanabaenaceae,Synechococcales
GCF_900009135.1_BBR_PRJEB10991_v2_genomic,Planktothrix sp.,Planktothrix,Aquatic,River,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_900009145.1_BBR_PRJEB10993_genomic,Planktothrix tepida,Planktothrix,Aquatic,Fish farm pond,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_900009275.2_Planktothrix_rubescens_PCC_7821_genomic,Planktothrix rubescens,Planktothrix,Aquatic,Lake,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
